TOW,Sat1,Sat_filt1,Sat2,Sat_filt2,Sat3,Sat_filt3,Sat4,Sat_filt4,Sat5,Sat_filt5,Sat6,Sat_filt6,Sat7,Sat_filt7,Sat8,Sat_filt8,Sat9,Sat_filt9,Sat10,Sat_filt10,Sat11,Sat_filt11,Sat12,Sat_filt12,Sat13,Sat_filt13,Sat14,Sat_filt14,Sat15,Sat_filt15,Sat16,Sat_filt16,Sat17,Sat_filt17,Sat18,Sat_filt18,Sat19,Sat_filt19,Sat20,Sat_filt20,Sat21,Sat_filt21,Sat22,Sat_filt22,Sat23,Sat_filt23,Sat24,Sat_filt24,Sat25,Sat_filt25,Sat26,Sat_filt26,Sat27,Sat_filt27,Sat28,Sat_filt28,Sat29,Sat_filt29,Sat30,Sat_filt30,Sat31,Sat_filt31,Sat32,Sat_filt32
565952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565969,0,0,-1.18831,-1.18831,0,0,0,0,3.38812,3.38812,0,0,0,0,0,0,0,0,0,0,0,0,-4.9465,-0.49465,0,0,0,0,0,0,-8.72296,-0.872296,0,0,0,0,0,0,0,0,5.49896,0.549896,0,0,-6.61055,-0.661055,0,0,0,0,3.2435,0.32435,0,0,0,0,0,0,0,0,9.33775,0.933775,0,0
565970,0,0,-1.29066,-1.23949,0,0,0,0,3.34378,3.36595,0,0,0,0,0,0,0,0,0,0,0,0,-4.72534,-0.967184,0,0,0,0,0,0,-8.39164,-1.71146,0,0,0,0,0,0,0,0,5.38861,1.08876,0,0,-6.48795,-1.30985,0,0,0,0,2.99531,0.623882,0,0,0,0,0,0,0,0,9.16789,1.85056,0,0
565971,0,0,-1.25245,-1.24381,0,0,0,0,3.16465,3.29885,0,0,0,0,0,0,0,0,0,0,0,0,-4.87189,-1.45437,0,0,0,0,0,0,-8.36194,-2.54765,0,0,0,0,0,0,0,0,5.49097,1.63785,0,0,-6.36269,-1.94612,0,0,0,0,3.00524,0.924406,0,0,0,0,0,0,0,0,9.18811,2.76937,0,0
565972,0,0,-1.33109,-1.26563,0,0,0,0,3.11687,3.25335,0,0,0,0,0,0,0,0,0,0,0,0,-5.12005,-1.96638,0,0,0,0,0,0,-8.22815,-3.37047,0,0,0,0,0,0,0,0,5.37416,2.17527,0,0,-6.14317,-2.56044,0,0,0,0,3.15551,1.23996,0,0,0,0,0,0,0,0,9.1759,3.68696,0,0
565973,0,0,-1.3259,-1.27768,0,0,0,0,3.22662,3.24801,0,0,0,0,0,0,0,0,0,0,0,0,-5.16443,-2.48282,0,0,0,0,0,0,-8.31309,-4.20178,0,0,0,0,0,0,0,0,5.27376,2.70265,0,0,-6.32671,-3.19311,0,0,0,0,3.40251,1.58021,0,0,0,0,0,0,0,0,9.22724,4.60969,0,0
565974,0,0,-1.1933,-1.26362,0,0,0,0,3.32813,3.26136,0,0,0,0,0,0,0,0,0,0,0,0,-5.20573,-3.00339,0,0,0,0,0,0,-8.36372,-5.03815,0,0,0,0,0,0,0,0,5.23341,3.22599,0,0,-6.38108,-3.83121,0,0,0,0,3.19655,1.89986,0,0,0,0,0,0,0,0,9.38574,5.54826,0,0
565975,0,0,-1.19068,-1.2532,0,0,0,0,3.51302,3.29731,0,0,0,0,0,0,0,0,0,0,0,0,-5.11744,-3.51514,0,0,0,0,0,0,-8.56764,-5.89491,0,0,0,0,0,0,0,0,5.27494,3.75348,0,0,-6.35429,-4.46664,0,0,0,0,3.08298,2.20816,0,0,0,0,0,0,0,0,9.3591,6.48417,0,0
565976,0,0,-1.33115,-1.26294,0,0,0,0,3.31452,3.29946,0,0,0,0,0,0,0,0,0,0,0,0,-5.05226,-4.02036,0,0,0,0,0,0,-8.58891,-6.7538,0,0,0,0,0,0,0,0,5.42016,4.2955,0,0,-6.18961,-5.0856,0,0,0,0,3.08361,2.51652,0,0,0,0,0,0,0,0,9.34363,7.41854,0,0
565977,0,0,-1.48385,-1.28749,0,0,0,0,3.59642,3.33246,0,0,0,0,0,0,0,0,0,0,0,0,-5.19342,-4.53971,0,0,0,0,0,0,-8.64565,-7.61837,0,0,0,0,0,0,0,0,5.41606,4.8371,0,0,-6.17497,-5.7031,0,0,0,0,3.08503,2.82503,0,0,0,0,0,0,0,0,9.40039,8.35858,0,0
565978,0,0,-1.65315,-1.32405,0,0,0,0,3.69126,3.36834,0,0,0,0,0,0,0,0,0,0,0,0,-5.1614,-5.05585,0,0,0,0,0,0,-8.56773,-8.47514,0,0,0,0,0,0,0,0,5.53749,5.39085,0,0,-5.86105,-6.2892,0,0,0,0,3.08287,3.13331,0,0,0,0,0,0,0,0,8.93171,9.25175,0,0
565979,0,0,-1.68204,-1.37343,0,0,0,0,3.7212,3.40165,0,0,0,0,0,0,0,0,0,0,0,0,-5.28775,-5.08997,0,0,0,0,0,0,-8.30279,-8.43313,0,0,0,0,0,0,0,0,5.41801,5.38276,0,0,-5.78878,-6.20703,0,0,0,0,3.09461,3.11842,0,0,0,0,0,0,0,0,8.82753,9.20072,0,0
565980,0,0,-1.8628,-1.43064,0,0,0,0,3.98726,3.46599,0,0,0,0,0,0,0,0,0,0,0,0,-5.44596,-5.16203,0,0,0,0,0,0,-8.2129,-8.41525,0,0,0,0,0,0,0,0,5.28884,5.37278,0,0,-5.30817,-6.08905,0,0,0,0,2.86287,3.10518,0,0,0,0,0,0,0,0,8.69086,9.15302,0,0
565981,0,0,-1.5978,-1.46518,0,0,0,0,4.24952,3.57448,0,0,0,0,0,0,0,0,0,0,0,0,-5.28269,-5.20311,0,0,0,0,0,0,-7.9796,-8.37702,0,0,0,0,0,0,0,0,5.36376,5.36006,0,0,-6.22966,-6.07575,0,0,0,0,2.81081,3.08574,0,0,0,0,0,0,0,0,8.66566,9.10078,0,0
565982,0,0,-2.18272,-1.55034,0,0,0,0,3.63112,3.62591,0,0,0,0,0,0,0,0,0,0,0,0,-5.4305,-5.23416,0,0,0,0,0,0,-8.58445,-8.41265,0,0,0,0,0,0,0,0,4.62631,5.28528,0,0,-2.62456,-5.72389,0,0,0,0,2.23608,2.99379,0,0,0,0,0,0,0,0,8.32874,9.01606,0,0
565983,0,0,-2.10378,-1.62813,0,0,0,0,3.75057,3.6783,0,0,0,0,0,0,0,0,0,0,0,0,-5.28302,-5.24602,0,0,0,0,0,0,-8.30425,-8.41176,0,0,0,0,0,0,0,0,4.7997,5.23787,0,0,-3.72839,-5.46406,0,0,0,0,2.30348,2.88389,0,0,0,0,0,0,0,0,8.56569,8.9499,0,0
565984,0,0,-1.99793,-1.70859,0,0,0,0,3.44743,3.69023,0,0,0,0,0,0,0,0,0,0,0,0,-5.51207,-5.27665,0,0,0,0,0,0,-8.50882,-8.42627,0,0,0,0,0,0,0,0,4.8282,5.19735,0,0,-2.84899,-5.11085,0,0,0,0,2.2365,2.78788,0,0,0,0,0,0,0,0,8.35567,8.8469,0,0
565985,0,0,-2.32761,-1.82228,0,0,0,0,3.09692,3.64862,0,0,0,0,0,0,0,0,0,0,0,0,-5.8123,-5.34614,0,0,0,0,0,0,-8.43908,-8.41342,0,0,0,0,0,0,0,0,4.63331,5.13319,0,0,-1.46091,-4.62151,0,0,0,0,2.02642,2.68223,0,0,0,0,0,0,0,0,8.28326,8.73931,0,0
565986,0,0,-1.48306,-1.83747,0,0,0,0,3.19199,3.63637,0,0,0,0,0,0,0,0,0,0,0,0,-5.30684,-5.3716,0,0,0,0,0,0,-7.91615,-8.34614,0,0,0,0,0,0,0,0,4.8476,5.07593,0,0,-4.48076,-4.45063,0,0,0,0,2.37561,2.61143,0,0,0,0,0,0,0,0,8.77161,8.68211,0,0
565987,0,0,-1.56269,-1.84536,0,0,0,0,2.75109,3.55183,0,0,0,0,0,0,0,0,0,0,0,0,-5.32627,-5.38488,0,0,0,0,0,0,-8.51491,-8.33307,0,0,0,0,0,0,0,0,4.3848,4.9728,0,0,-2.48977,-4.0821,0,0,0,0,2.30252,2.53318,0,0,0,0,0,0,0,0,8.45523,8.5876,0,0
565988,0,0,-1.24029,-1.80407,0,0,0,0,2.68163,3.45087,0,0,0,0,0,0,0,0,0,0,0,0,-5.06789,-5.37553,0,0,0,0,0,0,-8.66483,-8.34278,0,0,0,0,0,0,0,0,4.36175,4.85523,0,0,-2.95665,-3.79167,0,0,0,0,2.47026,2.47192,0,0,0,0,0,0,0,0,8.41603,8.53603,0,0
565989,0,0,-1.00886,-1.73675,0,0,0,0,2.90947,3.3697,0,0,0,0,0,0,0,0,0,0,0,0,-5.967,-5.44346,0,0,0,0,0,0,-8.23067,-8.33557,0,0,0,0,0,0,0,0,4.84388,4.79782,0,0,-3.93133,-3.60592,0,0,0,0,2.63017,2.42547,0,0,0,0,0,0,0,0,8.75434,8.52871,0,0
565990,0,0,-1.93486,-1.74396,0,0,0,0,1.91446,3.16242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.1165,-8.42593,0,0,0,0,0,0,0,0,3.78755,4.64769,0,0,-4.03725,-3.47883,0,0,0,0,1.61112,2.3003,0,0,0,0,0,0,0,0,7.77548,8.43717,0,0
565991,0,0,-1.85097,-1.76928,0,0,0,0,1.93375,2.93084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.08514,-8.53648,0,0,0,0,0,0,0,0,3.77891,4.4892,0,0,-3.72458,-3.22832,0,0,0,0,1.47574,2.16679,0,0,0,0,0,0,0,0,7.4723,8.31783,0,0
565992,0,0,-1.67943,-1.71895,0,0,0,0,2.04511,2.77224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.98903,-8.57694,0,0,0,0,0,0,0,0,3.75615,4.40219,0,0,-4.19478,-3.38534,0,0,0,0,1.51123,2.09431,0,0,0,0,0,0,0,0,7.55075,8.24004,0,0
565993,0,0,-4.74998,-1.98357,0,0,0,0,-1.15094,2.28209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3324,-8.97975,0,0,0,0,0,0,0,0,0.773457,3.99956,0,0,-7.38153,-3.75065,0,0,5.29334,0.529334,-1.89133,1.67482,0,0,0,0,17.1072,1.71072,0,0,4.33212,7.81668,0,0
565994,0,0,-5.7956,-2.36334,0,0,0,0,-2.07329,1.73002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1502,-9.44388,0,0,0,0,0,0,0,0,-0.00682488,3.51606,0,0,-8.61112,-4.32687,0,0,4.24329,0.953663,-2.80179,1.171,0,0,0,0,24.9376,4.20448,0,0,3.25792,7.3069,0,0
565995,0,0,-5.78474,-2.70905,0,0,0,0,-1.96953,1.22337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5974,-9.95971,0,0,0,0,0,0,0,0,0.132785,3.06601,0,0,-8.95669,-5.07644,0,0,4.00128,1.35379,-2.36307,0.732047,0,0,0,0,25.1427,6.71875,0,0,3.39462,6.81804,0,0
565996,0,0,-5.55503,-3.11625,0,0,0,0,-2.16588,0.687587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8834,-10.5564,0,0,0,0,0,0,0,0,-0.0990165,2.57134,0,0,-9.15113,-5.54348,0,0,3.48539,1.70233,-2.42487,0.251998,0,0,0,0,26.5874,9.37749,0,0,3.20659,6.26154,0,0
565997,0,0,-5.84714,-3.54469,0,0,0,0,-2.00697,0.211782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.051,-11.11,0,0,0,0,0,0,0,0,0.162536,2.14912,0,0,-9.37671,-6.23218,0,0,3.24627,2.02696,-2.47145,-0.225399,0,0,0,0,27.1698,12.0945,0,0,3.17468,5.73348,0,0
565998,0,0,-5.53264,-3.97393,0,0,0,0,-1.48116,-0.204498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.2508,-11.5686,0,0,0,0,0,0,0,0,1.03379,1.81632,0,0,-8.85399,-6.82191,0,0,3.43514,2.37047,-1.61863,-0.634288,0,0,0,0,22.3994,14.3344,0,0,3.86892,5.27877,0,0
565999,0,0,-6.08513,-4.48155,0,0,0,0,-1.5734,-0.652785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.2705,-12.0726,0,0,0,0,0,0,0,0,0.552576,1.38719,0,0,-9.30084,-7.35886,0,0,2.82273,2.65274,-2.28231,-1.12554,0,0,0,0,25.705,16.9049,0,0,3.43182,4.74652,0,0
566000,0,0,-6.58944,-4.94701,0,0,0,0,-2.27594,-1.07182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4741,-12.5084,0,0,0,0,0,0,0,0,-0.226323,0.985804,0,0,-9.94171,-7.94931,0,0,2.07989,2.86073,-3.02379,-1.58903,0,0,0,0,30.7776,19.9827,0,0,2.67384,4.23636,0,0
566001,0,0,-6.92152,-5.45406,0,0,0,0,-2.48744,-1.51394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4933,-12.9492,0,0,0,0,0,0,0,0,-0.864703,0.521442,0,0,-10.2686,-8.60371,0,0,1.2958,2.99031,-3.47467,-2.08407,0,0,0,0,34.1813,23.4008,0,0,2.03316,3.69244,0,0
566002,0,0,-6.75175,-5.9613,0,0,0,0,-2.4018,-1.95863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.2427,-13.3746,0,0,0,0,0,0,0,0,-0.509429,0.0948847,0,0,-10.1962,-9.20385,0,0,0.939684,3.08428,-3.06102,-2.54129,0,0,0,0,32.616,26.6624,0,0,2.60722,3.19809,0,0
566003,0,0,-6.77042,-6.16334,0,0,0,0,-2.22064,-2.0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.3079,-13.4721,0,0,0,0,0,0,0,0,-0.409149,-0.023376,0,0,-8.4952,-9.31521,0,0,0.809879,2.63594,-3.06639,-2.6588,0,0,0,0,30.9058,28.0423,0,0,2.55402,3.02028,0,0
566004,0,0,-6.55484,-6.23926,0,0,0,0,-1.97499,-2.05578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.2312,-13.4802,0,0,0,0,0,0,0,0,-0.280771,-0.0507706,0,0,-7.39541,-9.19364,0,0,0.770654,2.28867,-2.92848,-2.67147,0,0,0,0,28.9498,28.4435,0,0,2.64525,2.95901,0,0
566005,0,0,-6.47731,-6.30852,0,0,0,0,-2.4908,-2.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5595,-13.4765,0,0,0,0,0,0,0,0,-0.461654,-0.110215,0,0,-6.92008,-8.98998,0,0,0.379932,1.92654,-3.05446,-2.74061,0,0,0,0,30.0753,28.9367,0,0,2.50863,2.87041,0,0
566006,0,0,-5.45592,-6.29861,0,0,0,0,-1.67404,-2.05872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.443,-13.3324,0,0,0,0,0,0,0,0,0.479134,-0.0523995,0,0,-6.23159,-8.69803,0,0,-2.28182,1.34982,-1.83889,-2.68201,0,0,0,0,25.8711,28.8651,0,0,3.57508,2.90726,0,0
566007,0,0,-4.47567,-6.16146,0,0,0,0,-0.719061,-1.92993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0412,-13.0314,0,0,0,0,0,0,0,0,1.73114,0.104461,0,0,-7.32702,-8.49306,0,0,-5.68675,0.456513,-0.33654,-2.46852,0,0,0,0,23.1002,28.4581,0,0,4.75491,3.06528,0,0
566008,0,0,-3.66067,-5.97427,0,0,0,0,-0.0291549,-1.78473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.3157,-12.7379,0,0,0,0,0,0,0,0,2.57697,0.258778,0,0,-11.3775,-8.74541,0,0,-6.2944,-0.516441,0.595613,-2.24709,0,0,0,0,22.9996,28.5182,0,0,5.50521,3.22891,0,0
566009,0,0,-4.66287,-5.83204,0,0,0,0,-0.907256,-1.71811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0809,-12.519,0,0,0,0,0,0,0,0,1.85329,0.38885,0,0,-6.21439,-8.43676,0,0,-5.44262,-1.34298,0.0385304,-2.01501,0,0,0,0,21.9281,28.1405,0,0,4.48815,3.33455,0,0
566010,0,0,-5.8381,-5.75691,0,0,0,0,-1.77896,-1.66841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.902,-12.3618,0,0,0,0,0,0,0,0,0.785513,0.490034,0,0,-5.34028,-7.97662,0,0,-6.6874,-2.2197,-0.677683,-1.7804,0,0,0,0,27.6722,27.8299,0,0,3.7667,3.44383,0,0
566011,0,0,-6.40305,-5.70506,0,0,0,0,-2.14013,-1.63368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4145,-12.2539,0,0,0,0,0,0,0,0,0.0522635,0.58173,0,0,-5.42414,-7.49218,0,0,-1.2183,-2.47111,-1.014,-1.53433,0,0,0,0,25.2055,26.9324,0,0,3.35637,3.57615,0,0
566012,0,0,-5.683,-5.59818,0,0,0,0,-1.83952,-1.57745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.6993,-12.0995,0,0,0,0,0,0,0,0,0.642401,0.696913,0,0,-9.97925,-7.47048,0,0,-0.505969,-2.61568,-0.400363,-1.26827,0,0,0,0,25.4284,26.2136,0,0,4.03661,3.71909,0,0
566013,0,0,-5.24847,-5.44599,0,0,0,0,-1.08653,-1.46404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.2223,-11.891,0,0,0,0,0,0,0,0,0.671317,0.80496,0,0,-9.75703,-7.59667,0,0,-2.63088,-2.95976,0.151122,-0.946516,0,0,0,0,24.8161,25.6046,0,0,4.30667,3.89436,0,0
566014,0,0,-6.70104,-5.46061,0,0,0,0,-2.6693,-1.53347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.7245,-11.8403,0,0,0,0,0,0,0,0,-0.764517,0.756585,0,0,-4.68378,-7.32551,0,0,0.26345,-3.01048,-1.06578,-0.760245,0,0,0,0,25.571,25.2667,0,0,2.77442,3.90727,0,0
566015,0,0,-6.53128,-5.46601,0,0,0,0,-2.65957,-1.55035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6965,-11.754,0,0,0,0,0,0,0,0,-1.02816,0.699934,0,0,-4.26794,-7.06029,0,0,1.3559,-2.91288,-1.44903,-0.599702,0,0,0,0,24.6763,24.7268,0,0,2.60028,3.91644,0,0
566016,0,0,-5.76296,-5.49671,0,0,0,0,-1.52269,-1.53522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.8829,-11.698,0,0,0,0,0,0,0,0,-0.131243,0.638897,0,0,-13.477,-7.78483,0,0,2.27516,-2.45718,-0.835755,-0.499388,0,0,0,0,27.7742,24.9171,0,0,3.5632,3.91525,0,0
566017,0,0,-6.7383,-5.72297,0,0,0,0,-2.43845,-1.70716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.3587,-11.9297,0,0,0,0,0,0,0,0,-1.35826,0.329957,0,0,-6.10462,-7.66259,0,0,4.62277,-1.42623,-2.05675,-0.67141,0,0,0,0,24.949,25.102,0,0,2.48336,3.6881,0,0
