TOW,Sat1,Sat_filt1,Sat2,Sat_filt2,Sat3,Sat_filt3,Sat4,Sat_filt4,Sat5,Sat_filt5,Sat6,Sat_filt6,Sat7,Sat_filt7,Sat8,Sat_filt8,Sat9,Sat_filt9,Sat10,Sat_filt10,Sat11,Sat_filt11,Sat12,Sat_filt12,Sat13,Sat_filt13,Sat14,Sat_filt14,Sat15,Sat_filt15,Sat16,Sat_filt16,Sat17,Sat_filt17,Sat18,Sat_filt18,Sat19,Sat_filt19,Sat20,Sat_filt20,Sat21,Sat_filt21,Sat22,Sat_filt22,Sat23,Sat_filt23,Sat24,Sat_filt24,Sat25,Sat_filt25,Sat26,Sat_filt26,Sat27,Sat_filt27,Sat28,Sat_filt28,Sat29,Sat_filt29,Sat30,Sat_filt30,Sat31,Sat_filt31,Sat32,Sat_filt32
133209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133219,0,0,0,0,0,0,0,0,2.11387,2.11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64615,0.064615,0,0,0,0,0,0,-3.85126,-0.385126,-3.44696,-0.344696,0,0,0,0,2.24462,0.224462,0,0,2.29357,0.229357,0,0
133220,0,0,0,0,0,0,0,0,0.0779434,1.0959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12306,0.176921,0,0,0,0,0,0,-3.12455,-0.697581,-3.18161,-0.662857,0,0,0,0,2.74246,0.498708,0,0,2.3627,0.465628,0,0
133221,0,0,0,0,0,0,0,0,-0.299987,0.630608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23513,0.300434,0,0,0,0,0,0,-2.95208,-0.992789,-3.06755,-0.969612,0,0,0,0,2.79981,0.77869,0,0,2.28468,0.694096,0,0
133222,0,0,0,0,0,0,0,0,0.11484,0.501666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23393,0.423826,0,0,0,0,0,0,-2.81177,-1.27397,-3.1324,-1.28285,0,0,0,0,2.62463,1.04115,0,0,1.97078,0.891173,0,0
133223,0,0,0,0,0,0,0,0,0.736392,0.548611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44958,0.568784,0,0,0,0,0,0,-3.21989,-1.59596,-3.12456,-1.59531,0,0,0,0,2.31142,1.27229,0,0,1.84707,1.07588,0,0
133224,0,0,0,0,0,0,0,0,1.00918,0.625372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76284,0.745067,0,0,0,0,0,0,-3.31847,-1.9278,-3.10219,-1.90553,0,0,0,0,2.06376,1.47867,0,0,1.58489,1.23437,0,0
133225,0,0,0,0,0,0,0,0,0.861944,0.659168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05884,0.950951,0,0,0,0,0,0,-3.63247,-2.29105,-3.39829,-2.24536,0,0,0,0,2.00233,1.6789,0,0,2.10764,1.44513,0,0
133226,0,0,0,0,0,0,0,0,0.71932,0.666687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29978,1.18093,0,0,0,0,0,0,-3.72856,-2.66391,-3.39626,-2.58498,0,0,0,0,2.14168,1.89307,0,0,1.96403,1.64154,0,0
133227,0,0,0,0,0,0,0,0,0.446073,0.642174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40279,1.42121,0,0,0,0,0,0,-3.62855,-3.02676,-3.42329,-2.92731,0,0,0,0,2.23313,2.11638,0,0,1.96985,1.83852,0,0
133228,0,0,0,0,0,0,0,0,0.0189407,0.579851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63253,1.68446,0,0,0,0,0,0,-3.80071,-3.40683,-3.13617,-3.24093,0,0,0,0,2.34938,2.35132,0,0,1.93603,2.03212,0,0
133229,0,0,0,0,0,0,0,0,-0.220338,0.34643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88577,1.90842,0,0,0,0,0,0,-3.81604,-3.40331,-3.10929,-3.20716,0,0,0,0,2.36972,2.36383,0,0,1.89019,1.99179,0,0
133230,0,0,0,0,0,0,0,0,-0.351738,0.303462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78587,2.0747,0,0,0,0,0,0,-3.66729,-3.45758,-2.98637,-3.18764,0,0,0,0,2.20543,2.31013,0,0,2.0141,1.95693,0,0
133231,0,0,0,0,0,0,0,0,-0.651549,0.268306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8331,2.2345,0,0,0,0,0,0,-3.58714,-3.52109,-2.87791,-3.16867,0,0,0,0,2.37421,2.26757,0,0,1.90929,1.91939,0,0
133232,0,0,0,0,0,0,0,0,-0.939447,0.162877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1467,2.42578,0,0,0,0,0,0,-3.69193,-3.60911,-2.91768,-3.1472,0,0,0,0,2.20129,2.22523,0,0,2.20106,1.94241,0,0
133233,0,0,0,0,0,0,0,0,-1.21833,-0.0325952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54055,2.63488,0,0,0,0,0,0,-3.62683,-3.6498,-2.63742,-3.09849,0,0,0,0,2.26835,2.22093,0,0,1.67369,1.92508,0,0
133234,0,0,0,0,0,0,0,0,-1.14356,-0.247869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4955,2.80814,0,0,0,0,0,0,-3.42241,-3.66019,-2.66968,-3.05523,0,0,0,0,2.31798,2.24635,0,0,1.42217,1.9088,0,0
133235,0,0,0,0,0,0,0,0,-1.72433,-0.506497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30242,2.9325,0,0,0,0,0,0,-2.94487,-3.59143,-2.54912,-2.97032,0,0,0,0,2.51887,2.298,0,0,1.39704,1.83774,0,0
133236,0,0,0,0,0,0,0,0,-1.92962,-0.771392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32921,3.03544,0,0,0,0,0,0,-2.40217,-3.45879,-2.7018,-2.90087,0,0,0,0,2.07846,2.29168,0,0,1.62593,1.80393,0,0
133237,0,0,0,0,0,0,0,0,-2.30911,-1.04691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1658,3.11174,0,0,0,0,0,0,-1.93394,-3.28933,-2.97937,-2.85648,0,0,0,0,2.25317,2.29369,0,0,1.80344,1.78729,0,0
133238,0,0,0,0,0,0,0,0,-2.52105,-1.30091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07542,3.15603,0,0,0,0,0,0,-1.83536,-3.0928,-2.94412,-2.83728,0,0,0,0,2.27664,2.28641,0,0,1.94846,1.78854,0,0
133239,0,0,0,0,0,0,0,0,-2.45929,-1.5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76287,3.14374,0,0,0,0,0,0,-1.96539,-2.90773,-2.9523,-2.82158,0,0,0,0,2.59529,2.30897,0,0,2.01881,1.8014,0,0
133240,0,0,0,0,0,0,0,0,-2.14708,-1.70434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63242,3.1284,0,0,0,0,0,0,-1.93723,-2.73473,-3.09697,-2.83264,0,0,0,0,2.54891,2.34332,0,0,1.99994,1.79998,0,0
133241,0,0,0,0,0,0,0,0,-2.43513,-1.8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50523,3.09561,0,0,0,0,0,0,-1.79014,-2.55503,-3.20798,-2.86564,0,0,0,0,2.61302,2.3672,0,0,2.315,1.84055,0,0
133242,0,0,0,0,0,0,0,0,-2.42182,-2.03093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21842,3.00278,0,0,0,0,0,0,-1.81788,-2.36762,-3.08172,-2.88205,0,0,0,0,2.55492,2.40256,0,0,2.54808,1.87525,0,0
133243,0,0,0,0,0,0,0,0,-1.81506,-2.09061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15202,-0.415202,0,0,0,0,0,0,0,0,2.56144,2.90487,0,0,0,0,0,0,-1.17866,-2.1228,-2.26903,-2.84521,0,0,0,0,3.37346,2.51307,0,0,3.47988,2.05587,0,0
133244,0,0,0,0,0,0,0,0,-2.09279,-2.18553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.09437,-0.82464,0,0,0,0,0,0,0,0,2.44025,2.79935,0,0,0,0,0,0,-1.33302,-1.91386,-2.18678,-2.79692,0,0,0,0,3.36381,2.61766,0,0,3.9029,2.30395,0,0
133245,0,0,0,0,0,0,0,0,-2.15967,-2.22906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.85134,-1.20977,0,0,0,0,0,0,0,0,2.51394,2.7205,0,0,0,0,0,0,-1.38628,-1.75801,-2.41146,-2.78315,0,0,0,0,3.19377,2.68515,0,0,4.10104,2.57435,0,0
133246,0,0,0,0,0,0,0,0,-2.47191,-2.28329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.43413,-1.55319,0,0,0,0,0,0,0,0,2.51827,2.63941,0,0,0,0,0,0,-1.34968,-1.65276,-2.61398,-2.77437,0,0,0,0,3.42796,2.8201,0,0,3.92346,2.8041,0,0
133247,0,0,0,0,0,0,0,0,-2.22428,-2.27481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99728,-1.85291,0,0,0,0,0,0,0,0,2.49064,2.57189,0,0,0,0,0,0,-1.5872,-1.61808,-2.66097,-2.74253,0,0,0,0,3.30107,2.92489,0,0,3.67802,2.99156,0,0
133248,0,0,0,0,0,0,0,0,-2.10608,-2.23331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89853,-2.14277,0,0,0,0,0,0,0,0,2.57066,2.52142,0,0,0,0,0,0,-1.72365,-1.60691,-2.73564,-2.72168,0,0,0,0,3.59833,3.05705,0,0,3.29489,3.1262,0,0
133249,0,0,0,0,0,0,0,0,-1.77452,-2.16483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76018,-2.41878,0,0,0,0,0,0,0,0,2.58633,2.50376,0,0,0,0,0,0,-1.82636,-1.59301,-2.57374,-2.68383,0,0,0,0,3.38865,3.13639,0,0,2.9598,3.2203,0,0
133250,0,0,0,0,0,0,0,0,-2.00738,-2.15086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7667,-2.69545,0,0,0,0,0,0,0,0,2.72836,2.51336,0,0,0,0,0,0,-2.08853,-1.60814,-2.62147,-2.63628,0,0,0,0,3.58691,3.24019,0,0,3.16881,3.33719,0,0
133251,0,0,0,0,0,0,0,0,-1.86485,-2.09384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92057,-2.98751,0,0,0,0,0,0,0,0,2.77614,2.54045,0,0,0,0,0,0,-2.37306,-1.66643,-2.4887,-2.56435,0,0,0,0,3.92012,3.3709,0,0,2.95092,3.40078,0,0
133252,0,0,0,0,0,0,0,0,-1.55133,-2.00679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77182,-3.26469,0,0,0,0,0,0,0,0,2.71721,2.59033,0,0,0,0,0,0,-2.30853,-1.7155,-2.80735,-2.53691,0,0,0,0,3.98318,3.51373,0,0,2.73864,3.41984,0,0
133253,0,0,0,0,0,0,0,0,-1.63645,-1.98893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89006,-3.1385,0,0,0,0,0,0,0,0,2.84574,2.61876,0,0,0,0,0,0,-2.1679,-1.81442,-2.72486,-2.58249,0,0,0,0,4.26219,3.6026,0,0,2.31133,3.30298,0,0
133254,0,0,0,0,0,0,0,0,-1.59918,-1.93957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62339,-2.9914,0,0,0,0,0,0,0,0,2.9324,2.66797,0,0,0,0,0,0,-2.05839,-1.88696,-2.99405,-2.66322,0,0,0,0,4.05663,3.67188,0,0,2.28597,3.14129,0,0
133255,0,0,0,0,0,0,0,0,-1.34106,-1.8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93779,-2.90004,0,0,0,0,0,0,0,0,2.92732,2.70931,0,0,0,0,0,0,-2.10838,-1.95917,-2.81843,-2.70392,0,0,0,0,3.90996,3.7435,0,0,2.36838,2.96802,0,0
133256,0,0,0,0,0,0,0,0,-1.25097,-1.73561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58183,-2.81481,0,0,0,0,0,0,0,0,3.08729,2.76621,0,0,0,0,0,0,-2.03494,-2.02769,-3.23255,-2.76578,0,0,0,0,3.9306,3.79376,0,0,2.08241,2.78392,0,0
133257,0,0,0,0,0,0,0,0,-1.41741,-1.65492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5863,-2.77371,0,0,0,0,0,0,0,0,3.09697,2.82684,0,0,0,0,0,0,-2.24069,-2.09304,-3.05103,-2.80478,0,0,0,0,3.74211,3.83787,0,0,2.45636,2.66175,0,0
133258,0,0,0,0,0,0,0,0,-1.52751,-1.59707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48129,-2.73199,0,0,0,0,0,0,0,0,2.85913,2.85569,0,0,0,0,0,0,-2.22955,-2.14363,-2.92075,-2.82329,0,0,0,0,3.66606,3.84464,0,0,2.6339,2.59565,0,0
133259,0,0,0,0,0,0,0,0,-1.3457,-1.55418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58088,-2.71406,0,0,0,0,0,0,0,0,2.81878,2.87894,0,0,0,0,0,0,-2.43777,-2.20477,-2.73701,-2.83962,0,0,0,0,3.77225,3.883,0,0,2.51033,2.5507,0,0
133260,0,0,0,0,0,0,0,0,-1.36431,-1.48988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63578,-2.70097,0,0,0,0,0,0,0,0,3.02452,2.90855,0,0,0,0,0,0,-2.28453,-2.22437,-2.79146,-2.85662,0,0,0,0,3.67302,3.89161,0,0,2.37855,2.47168,0,0
133261,0,0,0,0,0,0,0,0,-1.66312,-1.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31568,-2.64048,0,0,0,0,0,0,0,0,2.96033,2.92697,0,0,0,0,0,0,-2.14626,-2.20169,-2.95445,-2.90319,0,0,0,0,3.75102,3.8747,0,0,2.36816,2.4134,0,0
133262,0,0,0,0,0,0,0,0,-1.60145,-1.47472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36717,-2.60002,0,0,0,0,0,0,0,0,2.74339,2.92959,0,0,0,0,0,0,-2.0105,-2.17189,-2.98667,-2.92113,0,0,0,0,3.565,3.83288,0,0,2.65739,2.40528,0,0
133263,0,0,0,0,0,0,0,0,-1.4211,-1.45318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63071,-2.57408,0,0,0,0,0,0,0,0,2.63796,2.90881,0,0,0,0,0,0,-1.94457,-2.14956,-2.98157,-2.9468,0,0,0,0,3.75437,3.7821,0,0,2.58563,2.43271,0,0
133264,0,0,0,0,0,0,0,0,-1.22926,-1.41619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60273,-2.57202,0,0,0,0,0,0,0,0,2.47577,2.86315,0,0,0,0,0,0,-1.83755,-2.12747,-2.98528,-2.94592,0,0,0,0,3.45284,3.72172,0,0,2.72621,2.47673,0,0
133265,0,0,0,0,0,0,0,0,-1.24158,-1.40624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38541,-2.51678,0,0,0,0,0,0,0,0,2.18952,2.78937,0,0,0,0,0,0,-1.57353,-2.07399,-2.88184,-2.95226,0,0,0,0,3.40453,3.67118,0,0,2.48831,2.48872,0,0
133266,0,0,0,0,0,0,0,0,-1.1003,-1.39117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46736,-2.50533,0,0,0,0,0,0,0,0,1.89264,2.6699,0,0,0,0,0,0,-1.51896,-2.02239,-2.84577,-2.91358,0,0,0,0,3.33896,3.61202,0,0,2.7008,2.55056,0,0
133267,0,0,0,0,0,0,0,0,-0.963738,-1.34581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41356,-2.48806,0,0,0,0,0,0,0,0,1.74967,2.53517,0,0,0,0,0,0,-1.39591,-1.93791,-2.86083,-2.89456,0,0,0,0,3.10653,3.54846,0,0,2.77783,2.58271,0,0
133268,0,0,0,0,0,0,0,0,-0.548935,-1.24795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43838,-2.48377,0,0,0,0,0,0,0,0,1.73819,2.42308,0,0,0,0,0,0,-1.51473,-1.86643,-2.74006,-2.87649,0,0,0,0,2.88549,3.4704,0,0,2.61843,2.58116,0,0
133269,0,0,0,0,0,0,0,0,-0.475374,-1.16092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63779,-2.48946,0,0,0,0,0,0,0,0,1.87565,2.32876,0,0,0,0,0,0,-1.34322,-1.75698,-2.67539,-2.87033,0,0,0,0,2.66708,3.35988,0,0,2.58905,2.58904,0,0
133270,0,0,0,0,0,0,0,0,-0.339203,-1.05841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67774,-2.49365,0,0,0,0,0,0,0,0,2.22562,2.24887,0,0,0,0,0,0,-1.53327,-1.68185,-2.83882,-2.87507,0,0,0,0,2.83771,3.27635,0,0,2.3257,2.58375,0,0
133271,0,0,0,0,0,0,0,0,-0.0843276,-0.900526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62428,-2.52451,0,0,0,0,0,0,0,0,2.36433,2.18927,0,0,0,0,0,0,-1.9241,-1.65963,-2.96485,-2.87611,0,0,0,0,2.92995,3.19425,0,0,2.30326,2.57726,0,0
133272,0,0,0,0,0,0,0,0,-0.133289,-0.75371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.640132,-2.35181,0,0,0,0,0,0,0,0,2.04375,2.11931,0,0,0,0,0,0,-2.25769,-1.68435,-3.38002,-2.91544,0,0,0,0,2.44271,3.08202,0,0,1.92468,2.50399,0,0
133273,0,0,0,0,0,0,0,0,0.134643,-0.598136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44432,-2.23317,0,0,0,0,0,0,0,0,2.45172,2.10069,0,0,0,0,0,0,-2.28852,-1.71875,-3.45489,-2.96277,0,0,0,0,2.53766,2.96035,0,0,2.0637,2.4518,0,0
133274,0,0,0,0,0,0,0,0,-0.149295,-0.49014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63286,-1.80961,0,0,0,0,0,0,0,0,1.92552,2.04566,0,0,0,0,0,0,-3.00751,-1.83574,-3.99712,-3.06396,0,0,0,0,2.08428,2.82349,0,0,1.51125,2.3303,0,0
133275,0,0,0,0,0,0,0,0,-0.255935,-0.391576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81703,-1.38937,0,0,0,0,0,0,0,0,1.82253,2.00896,0,0,0,0,0,0,-3.12709,-1.9911,-3.98961,-3.17474,0,0,0,0,2.26543,2.70958,0,0,1.46765,2.22824,0,0
133276,0,0,0,0,0,0,0,0,0.168719,-0.264673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153913,-1.15802,0,0,0,0,0,0,0,0,2.06048,2.02575,0,0,0,0,0,0,-3.06982,-2.14619,-3.35757,-3.22592,0,0,0,0,2.64983,2.64067,0,0,1.70228,2.12838,0,0
